transaction_id,user_id,timestamp,amount,merchant_category,latitude,longitude,card_age_days_at_tx,is_fraud,attack_type
3932940a-2b17-4a0d-a5a2-2ef381bd01f0,user_00123,2026-06-01 04:15:00.000000,22.5,home_goods,29.6433,-95.3079,1333,0,none
12dee18c-55ee-443e-8cd7-846e3c4a37a9,synthid_00043,2026-06-01 04:15:00.000000,46.95,streaming,-3.8168,87.7935,4,1,synthetic_identity
bdaaea1a-dbd6-4191-b21d-b742cf6bc159,user_00240,2026-06-01 04:44:00.000000,19.55,entertainment,19.0672,72.9608,2850,0,none
c3cfcc43-8468-4e1e-92d7-f2c3b28107ba,user_00010,2026-06-01 05:05:00.000000,2548.35,electronics,36.2438,-41.6263,259,1,transaction_laundering
ad6391e5-c980-4e1e-98b8-e95f8f23b59c,user_00084,2026-06-01 05:31:00.000000,21.35,home_goods,40.7231,-74.0335,1750,0,none
d8caac98-cde9-438e-84cb-d7d69bf0848d,user_00113,2026-06-01 05:47:00.000000,173.6,travel,51.5241,-0.1132,1318,0,none
68aee1af-8766-4f9d-b222-6d1bf73fdd56,user_00029,2026-06-01 05:54:00.000000,2471.59,clothing,-24.7008,34.9896,1867,1,transaction_laundering
cccfa602-6679-42c5-ab2c-4e4ab6c7b298,user_00148,2026-06-01 06:07:00.000000,50.79,grocery,51.5376,-0.1129,1515,0,none
31e9e010-59bf-46df-a6d7-b9000e96c58c,user_00492,2026-06-01 06:10:00.000000,22.66,gas_station,12.9733,77.5234,297,0,none
3779adb3-e0cc-44ba-9aec-fb241a157454,user_00413,2026-06-01 06:18:00.000000,77.94,utilities,29.7597,-95.4742,1871,0,none
32baf66c-94d7-46ed-a017-65a62ca8826c,user_00075,2026-06-01 06:21:00.000000,59.78,home_goods,28.6476,77.1336,1643,0,none
49e4b1a1-6136-4945-904f-cbb577d12029,user_00415,2026-06-01 06:26:00.000000,23.0,clothing,51.5181,-0.1537,1372,0,none
826f0bd8-2877-4963-af1f-7e358d8d7759,user_00306,2026-06-01 06:34:00.000000,82.16,ride_share,13.0218,77.6582,2989,0,none
505fdc9d-3899-444a-9f60-610f73d9b5ea,user_00306,2026-06-01 06:35:00.000000,47.4,pharmacy,12.9964,77.6264,2989,0,none
14022bc3-ebf6-40e8-9400-90fe0b00bce6,user_00376,2026-06-01 06:51:00.000000,64.33,clothing,19.1471,72.8584,1553,0,none
18ceffbc-6898-42f6-8f12-9d8700fcc25f,user_00093,2026-06-01 07:00:00.000000,23.72,ride_share,13.0605,77.6069,524,0,none
ff508555-cd0d-4487-90b0-ce4d99af3f16,user_00389,2026-06-01 07:06:00.000000,28.93,electronics,40.8008,-74.0027,277,0,none
a97a0a0e-910f-4cf8-a1d7-8fc1967e7745,user_00048,2026-06-01 07:14:00.000000,34.76,streaming,12.8577,77.5914,193,0,none
b2ca48b1-6570-4c0d-a16d-ae8da844e21e,user_00465,2026-06-01 07:21:00.000000,45.99,pharmacy,34.0074,-118.1983,1737,0,none
6ba2323f-ea7c-486c-8dcb-8902afd602bc,user_00181,2026-06-01 07:22:00.000000,37.13,electronics,34.0009,-118.2666,629,0,none
3d64c128-1e5f-4578-bdd3-fa3ef8017ae6,user_00069,2026-06-01 07:26:00.000000,33.35,electronics,51.5241,-0.0651,1405,0,none
9db0b7b2-eed8-47af-84f4-d1c619a12121,user_00031,2026-06-01 07:35:00.000000,97.21,travel,34.056,-118.3495,998,0,none
5dee2a1a-6239-4416-9317-b4658bb4230e,user_00408,2026-06-01 07:36:00.000000,40.48,streaming,34.0744,-118.2175,613,0,none
3c8e5231-1a2a-4bc5-9f85-69eb3cf9240a,user_00060,2026-06-01 07:41:00.000000,18.05,utilities,41.9602,-87.5793,1790,0,none
36b3492d-c18b-4c16-a2c4-e3aad9b683fa,user_00398,2026-06-01 07:43:00.000000,18.09,home_goods,12.9358,77.5838,674,0,none
358c224e-1dc5-4618-84c2-1e681d4b4a1a,user_00378,2026-06-01 07:44:00.000000,190.18,ride_share,29.6094,-95.3358,573,0,none
e21562e1-3329-41b1-93df-9a2ba5df4fbf,user_00145,2026-06-01 07:45:00.000000,58.09,gas_station,51.508,-0.1247,1276,0,none
ee8d0ebc-4a55-467b-9a83-fb67314a9485,user_00390,2026-06-01 07:50:00.000000,29.01,streaming,28.7158,77.1225,2653,0,none
cb3899aa-e904-4c91-885a-758bbb7bf136,user_00222,2026-06-01 07:53:00.000000,60.78,home_goods,41.8876,-87.6668,547,0,none
75e847ae-6a5c-401e-9d09-2be62b5ab162,user_00246,2026-06-01 07:54:00.000000,39.85,grocery,51.4269,-0.0527,911,0,none
ee59bbb6-09db-411c-81d2-33183b49a3cb,user_00117,2026-06-01 08:02:00.000000,40.56,streaming,19.029,72.8997,494,0,none
3b3b7ce7-22cb-401a-903e-b382cbc4658e,user_00259,2026-06-01 08:06:00.000000,46.94,entertainment,51.5497,-0.2149,2327,0,none
d83df89c-018c-421f-8d22-1472e3fecaf1,user_00447,2026-06-01 08:09:00.000000,7.57,restaurant,41.8555,-87.7275,1706,0,none
1ff0e687-3e31-4573-afd3-d3226d416852,user_00000,2026-06-01 08:11:00.000000,34.41,entertainment,34.0589,-118.2327,601,0,none
99df377c-d926-453e-9da8-297dad78d12a,user_00036,2026-06-01 08:24:00.000000,72.25,restaurant,41.8723,-87.6184,2467,0,none
7450e1fa-9fab-43ed-9cae-7cf45690080f,user_00197,2026-06-01 08:35:00.000000,55.93,grocery,41.9104,-87.679,1868,0,none
cdb21434-0a0c-49ba-b517-41b4e0e2ab58,user_00429,2026-06-01 08:35:00.000000,4.88,gas_station,40.7572,-74.0339,998,0,none
0f52887e-da72-4306-a2d7-c716f82328f1,user_00497,2026-06-01 08:49:00.000000,11.44,restaurant,40.732,-73.9123,2855,0,none
c16c4f26-7570-4f45-b4f2-160c7cc3884e,user_00363,2026-06-01 08:53:00.000000,35.26,entertainment,13.0273,77.5583,1771,0,none
f736d9ae-f05f-4f26-bc36-c8010952050e,user_00411,2026-06-01 08:55:00.000000,21.56,streaming,34.065,-118.2169,1224,0,none
e850cf2f-42df-4e32-bf93-83e9050cf466,user_00479,2026-06-01 08:56:00.000000,55.66,ride_share,40.667,-74.1038,1744,0,none
cc00174d-ffa5-4726-828c-5b5a08906968,user_00202,2026-06-01 09:02:00.000000,79.01,pharmacy,34.0751,-118.16,1653,0,none
72ab0c54-fe15-4e14-9b0d-67064a2060ef,user_00256,2026-06-01 09:07:00.000000,132.91,entertainment,18.9628,72.8032,2177,0,none
6354977d-0e40-4f7d-8242-62402c7e221b,user_00406,2026-06-01 09:08:00.000000,15.91,grocery,29.7433,-95.4847,2248,0,none
cfbed6b6-81ef-4b8c-9c0b-f5b8ba28482f,user_00345,2026-06-01 09:09:00.000000,32.31,streaming,29.8399,-95.4395,2007,0,none
2cbb8f85-efc8-41d9-bbd4-104b65a3bd0c,user_00063,2026-06-01 09:10:00.000000,17.19,electronics,19.1211,72.8353,1976,0,none
c4a6efb7-92a3-474f-9f88-8111386fb313,user_00411,2026-06-01 09:10:00.000000,17.98,utilities,34.0748,-118.1857,1224,0,none
80ab2408-c0fe-4231-ba0e-32499c4d8d63,user_00222,2026-06-01 09:10:00.000000,56.08,home_goods,41.9114,-87.6087,547,0,none
58923283-daf4-4e45-9bfc-51b6afe17334,user_00372,2026-06-01 09:18:00.000000,45.25,entertainment,34.056,-118.217,897,0,none
94683ea9-1cd3-44f6-818d-5d16cdaf5e5b,user_00155,2026-06-01 09:19:00.000000,25.15,pharmacy,33.9472,-118.2282,2461,0,none
378d3013-7f66-4f68-bccc-474686d32360,user_00451,2026-06-01 09:20:00.000000,34.03,restaurant,33.9976,-118.1948,403,0,none
b0511a89-a934-4020-bdd1-5189aa28725d,user_00181,2026-06-01 09:22:00.000000,22.37,pharmacy,33.976,-118.2703,629,0,none
ab324fba-a17e-46c6-bb9d-d0e2693e53a8,user_00033,2026-06-01 09:25:00.000000,9.86,ride_share,28.6777,77.1319,807,0,none
99df73ab-494c-4fdf-b9bc-c3bfb0219a12,user_00473,2026-06-01 09:30:00.000000,138.52,streaming,29.679,-95.3067,2824,0,none
018533a8-587f-4dea-80e6-3ad98e1879bd,user_00277,2026-06-01 09:37:00.000000,25.28,ride_share,40.6305,-74.0075,2415,0,none
2394c1d4-98e4-454c-b973-e8b1299a35d9,user_00491,2026-06-01 09:39:00.000000,73.03,electronics,40.7652,-73.9232,2870,0,none
dacfec50-6848-4a07-8bdd-714cc4bef394,user_00141,2026-06-01 09:40:00.000000,63.07,pharmacy,41.8407,-87.6936,606,0,none
ef109d94-b506-4ac8-8a8b-ba920a7e5c73,user_00054,2026-06-01 09:41:00.000000,64.84,utilities,33.9564,-118.2857,502,0,none
6fa9bb7d-86a7-4b66-a162-cdaca355404d,user_00065,2026-06-01 09:43:00.000000,87.12,streaming,41.9094,-87.641,2880,0,none
e5a2aac8-4100-45a3-b6ba-5b75d49d7f25,user_00458,2026-06-01 09:43:00.000000,40.78,entertainment,41.9136,-87.586,2599,0,none
3598d6c0-1fcd-4a94-bc9a-ae8ad8b48e77,user_00390,2026-06-01 09:48:00.000000,10.34,home_goods,28.7317,77.1388,2653,0,none
38f4c110-a415-48f8-944a-cd0ad8ed94a8,user_00492,2026-06-01 09:49:00.000000,35.67,restaurant,13.0113,77.6284,297,0,none
d8ff6db2-8bcc-44ba-9385-5d5d7ac24d5e,user_00181,2026-06-01 09:51:00.000000,21.3,electronics,34.0958,-118.306,629,0,none
feb3696d-7427-45b0-9ff0-a28595dd37b1,user_00325,2026-06-01 09:51:00.000000,19.19,grocery,28.7699,77.0846,1487,0,none
11ad095e-febd-4449-8d0b-cfe2fb03bf79,user_00486,2026-06-01 09:52:00.000000,13.76,ride_share,41.8834,-87.6339,1325,0,none
0ecbc348-7ec5-4af5-935e-8e699f24649e,user_00057,2026-06-01 09:56:00.000000,41.72,grocery,29.7027,-95.3792,1796,0,none
e2e5dbb1-1662-417d-b137-20cfa1b17769,user_00316,2026-06-01 09:56:00.000000,27.87,utilities,40.7382,-74.0543,2568,0,none
738364c3-2bcf-4775-b723-450c3c94798e,user_00399,2026-06-01 10:01:00.000000,92.39,home_goods,19.0962,72.8953,2114,0,none
b7dd2255-95dd-496e-965a-00bcf0041059,user_00338,2026-06-01 10:06:00.000000,37.37,utilities,51.5586,-0.1581,496,0,none
cdb36295-3bc7-43f9-8e2b-ab993f668a3e,user_00332,2026-06-01 10:11:00.000000,36.63,streaming,29.7851,-95.5125,1263,0,none
f6bce56f-42dd-413d-9932-c05e007da417,user_00012,2026-06-01 10:13:00.000000,81.5,streaming,12.9117,77.6455,1114,0,none
05bd0dd5-9919-4bb8-ab85-daf4ab77beb1,user_00060,2026-06-01 10:20:00.000000,19.74,grocery,41.9026,-87.6598,1790,0,none
ef0e41f7-bdbc-4ac1-a1ee-a972dfa3e0d8,user_00243,2026-06-01 10:21:00.000000,99.59,utilities,33.9408,-118.2249,607,0,none
96e6d8af-85b1-4e7e-bd1b-a35b157afccf,user_00169,2026-06-01 10:29:00.000000,15.69,entertainment,40.7326,-74.0119,1749,0,none
9e5aea26-f9b8-4ee9-a115-c1ed75b5d258,user_00432,2026-06-01 10:30:00.000000,38.91,ride_share,29.7945,-95.3553,2545,0,none
dfbffe98-c5ff-4764-bf37-03d2b377f6c6,user_00246,2026-06-01 10:32:00.000000,22.3,entertainment,51.5228,-0.087,911,0,none
276c050c-fe70-45f9-97f3-d2c5f5737464,user_00146,2026-06-01 10:43:00.000000,15.45,travel,51.3872,-0.1393,1621,0,none
a28c8a34-d52f-463a-a6be-8f75bff41ace,user_00357,2026-06-01 10:44:00.000000,64.53,home_goods,28.7916,77.1156,2633,0,none
234fdc53-a41d-47f6-a434-7782da14a87b,user_00063,2026-06-01 10:45:00.000000,15.88,electronics,19.0289,72.8016,1976,0,none
c62172d5-a350-4bf8-a803-538727f41063,user_00245,2026-06-01 10:46:00.000000,40.0,electronics,41.8881,-87.5825,1942,0,none
e36ad07e-11b3-4c01-9342-9cb67260368a,user_00143,2026-06-01 10:48:00.000000,33.85,clothing,51.568,-0.1463,2794,0,none
ad3dc319-979b-46cd-a4f8-59d1e1b12fed,user_00291,2026-06-01 10:49:00.000000,37.22,pharmacy,28.7463,77.0292,2999,0,none
116fbb86-3b16-4e73-b530-071d02c4f10c,user_00161,2026-06-01 10:49:00.000000,64.46,ride_share,28.7212,77.0667,1563,0,none
fb62373f-21ec-4249-a7f8-dce32a4db2a6,user_00495,2026-06-01 10:51:00.000000,49.35,grocery,29.8255,-95.2659,534,0,none
9c84cd16-faca-4f38-9459-ea47aba0a495,user_00000,2026-06-01 11:00:00.000000,30.37,electronics,33.9924,-118.2768,601,0,none
81698a57-1606-43f8-ba76-3a4ba4c1f2e0,user_00253,2026-06-01 11:02:00.000000,41.68,pharmacy,41.7848,-87.7525,2555,0,none
39fa96f4-3800-4cf5-b8d8-a5ffcc3cc5bf,user_00481,2026-06-01 11:03:00.000000,14.01,entertainment,51.5026,-0.2102,429,0,none
f521a0c0-22e7-4568-8830-28ac18089642,user_00389,2026-06-01 11:03:00.000000,31.37,grocery,40.6374,-74.0338,277,0,none
4a83cf89-b003-4be2-9947-ebe88df03845,user_00211,2026-06-01 11:06:00.000000,50.54,pharmacy,12.9795,77.633,2721,0,none
aa955194-6197-4b35-be72-8652b3dbc331,user_00190,2026-06-01 11:06:00.000000,52.25,entertainment,40.7167,-74.0273,1062,0,none
874cc5b0-a3cc-452f-ad00-e0118032d1ab,user_00487,2026-06-01 11:08:00.000000,23.37,ride_share,41.8207,-87.671,2628,0,none
2ead5a9f-a8de-4097-97bf-71892bf90662,user_00115,2026-06-01 11:11:00.000000,26.06,electronics,29.6576,-95.3625,2279,0,none
fe75e233-7b19-4c38-9fa2-53c7b7df6f7f,user_00313,2026-06-01 11:17:00.000000,33.24,utilities,28.7745,77.1422,925,0,none
7fb6077d-29ed-40e2-abed-1f0482975d52,user_00194,2026-06-01 11:18:00.000000,18.61,gas_station,28.6574,77.0163,2021,0,none
6f8fd714-6e45-4103-bd48-a948a456ce1a,user_00032,2026-06-01 11:21:00.000000,18.68,streaming,41.8851,-87.6763,38,0,none
93c4c862-3544-4ca1-8bf2-af87d2e7d288,user_00477,2026-06-01 11:21:00.000000,53.96,restaurant,19.1358,72.8818,2653,0,none
aa3aad99-d30b-454c-a4e0-894cddb4b17c,user_00380,2026-06-01 11:25:00.000000,20.1,restaurant,34.0491,-118.2756,1535,0,none
1dfb5654-92e2-4bac-be1d-50413930d228,user_00367,2026-06-01 11:27:00.000000,55.0,home_goods,12.9112,77.5201,2375,0,none
0de55268-6a5b-4124-8ed1-052b3ac523d4,user_00163,2026-06-01 11:30:00.000000,58.63,utilities,41.8745,-87.623,2774,0,none
5481987c-5030-4048-ae48-7af847e06c94,user_00439,2026-06-01 11:33:00.000000,20.14,gas_station,34.0923,-118.2982,2635,0,none
786e03ca-f212-4016-8268-97659c9aef85,user_00163,2026-06-01 11:45:00.000000,20.92,utilities,41.9171,-87.6328,2774,0,none
72a35eb4-24c8-473c-8935-04d4d010863c,user_00181,2026-06-01 11:46:00.000000,10.35,gas_station,34.0208,-118.2858,629,0,none
5cca814a-90c4-4528-ba04-8a020d967561,user_00435,2026-06-01 11:52:00.000000,39.37,clothing,28.6993,77.0072,675,0,none
654c543f-ed8a-49dc-9868-a96da8237de7,user_00290,2026-06-01 11:55:00.000000,27.29,electronics,28.7037,77.1497,1926,0,none
9c23efbc-0dc0-4e87-af53-20bdb8186039,user_00077,2026-06-01 11:58:00.000000,47.68,pharmacy,41.904,-87.6426,1892,0,none
b64852af-2516-4c0d-b588-76d4f3117e3e,user_00458,2026-06-01 12:00:00.000000,13.81,restaurant,41.8604,-87.5409,2599,0,none
f4a614ee-4416-4232-b178-f9007efc016e,user_00327,2026-06-01 12:02:00.000000,79.5,gas_station,29.7548,-95.3683,2945,0,none
df1abfc8-abbb-4e00-86ea-ba4758489a63,user_00141,2026-06-01 12:09:00.000000,153.71,entertainment,41.9756,-87.6268,606,0,none
8ba80cca-4a44-4f74-bc39-c1313b016b0b,user_00424,2026-06-01 12:10:00.000000,80.26,clothing,51.5112,-0.0912,1747,0,none
cd04f666-a339-4fba-922b-0c4801916509,user_00313,2026-06-01 12:13:00.000000,78.74,electronics,28.727,77.1072,925,0,none
e7124636-c960-47c4-b637-bc4557bdf2ae,user_00181,2026-06-01 12:16:00.000000,36.87,pharmacy,34.0355,-118.3334,629,0,none
71da9366-95e0-46fc-8160-74d7afd09123,user_00460,2026-06-01 12:25:00.000000,44.24,utilities,19.1587,72.9017,642,0,none
b942c189-19d2-42c4-bfd3-8775cdacca56,user_00266,2026-06-01 12:28:00.000000,129.19,electronics,41.8568,-87.636,237,0,none
4bb8996f-57df-43e4-96cc-d90a8415212d,user_00306,2026-06-01 12:29:00.000000,53.03,home_goods,12.9159,77.5076,2989,0,none
43a11fda-9315-4ef7-ad26-0cbd0fdb5f2d,user_00437,2026-06-01 12:31:00.000000,16.4,pharmacy,41.8534,-87.5846,1633,0,none
16c32da4-d24f-4421-9149-df188a75f921,user_00468,2026-06-01 12:35:00.000000,23.85,grocery,28.7153,77.1707,852,0,none
e1437a22-803d-4657-9326-0c7479a09f49,user_00173,2026-06-01 12:40:00.000000,66.63,clothing,12.9338,77.5217,1648,0,none
17f3b7f0-0b60-480c-bdf4-e3063d9781a0,user_00291,2026-06-01 12:41:00.000000,29.59,gas_station,28.6567,77.062,2999,0,none
61388158-63af-44eb-b234-5d03b96e7496,user_00372,2026-06-01 12:41:00.000000,95.16,pharmacy,34.1136,-118.3034,897,0,none
5a233eac-a06c-46dd-a3bc-11d25d223646,user_00250,2026-06-01 12:49:00.000000,9.43,travel,34.0728,-118.2133,1643,0,none
e49c94c5-cb61-4c2d-b2ee-51b3f5a08b70,user_00160,2026-06-01 12:52:00.000000,12.61,electronics,34.0595,-118.2789,1887,0,none
4969fd54-d78b-4b81-874c-c8cc82967a6f,user_00458,2026-06-01 12:53:00.000000,20.47,entertainment,41.7952,-87.6849,2599,0,none
215e8cd1-1c62-406e-9264-9d38ed5ca215,user_00249,2026-06-01 13:00:00.000000,21.41,pharmacy,12.8705,77.5895,1212,0,none
b7174d67-e6a8-4e69-bb58-6fbf9b5ebbf2,user_00079,2026-06-01 13:00:00.000000,9.36,utilities,40.7523,-74.0071,846,0,none
7c153761-db7a-45cc-bf72-dff496174c83,user_00241,2026-06-01 13:09:00.000000,37.57,entertainment,40.7582,-73.927,1423,0,none
5f9cb1af-ef27-416f-8857-24fb703f4085,user_00467,2026-06-01 13:09:00.000000,85.82,gas_station,12.9568,77.5715,2936,0,none
11f1ab8b-ea40-4aac-a2ae-50163aa45cd0,user_00353,2026-06-01 13:15:00.000000,40.28,electronics,41.8449,-87.6643,2034,0,none
ee3dacf4-a2ff-4770-a162-08343fc0a185,user_00447,2026-06-01 13:18:00.000000,7.43,electronics,41.8587,-87.6398,1706,0,none
3f7bcf0e-9052-4764-9114-be908e3770d9,user_00340,2026-06-01 13:19:00.000000,18.29,entertainment,51.505,-0.1001,1270,0,none
12095a44-ba2a-44b3-b4b2-2dc8546d76df,user_00286,2026-06-01 13:27:00.000000,117.25,restaurant,28.6602,77.0321,1441,0,none
89e410c8-cad7-4c5f-b607-7bcc35f65ebb,user_00280,2026-06-01 13:28:00.000000,46.8,entertainment,29.7355,-95.4267,2905,0,none
8f7e2a9b-38df-494a-9d52-13ee587ebe62,user_00386,2026-06-01 13:29:00.000000,41.95,utilities,29.7196,-95.3767,1017,0,none
b3782906-8452-47f0-8b29-2c6a74a65063,user_00114,2026-06-01 13:42:00.000000,24.31,restaurant,19.0673,72.9501,252,0,none
0eee2a31-0d0d-452d-9840-db29bfac3031,user_00247,2026-06-01 13:42:00.000000,14.01,clothing,12.907,77.5361,2709,0,none
92ec8966-d7db-41a1-be03-ddc74ba7288b,user_00338,2026-06-01 13:44:00.000000,14.29,utilities,51.5229,-0.1247,496,0,none
60f51850-d51e-4a32-bf1b-a6877b710844,user_00335,2026-06-01 13:45:00.000000,30.53,pharmacy,19.0859,72.8705,1379,0,none
8a5d8e30-84cc-4c7f-b3dd-19411e2c55f2,user_00160,2026-06-01 13:45:00.000000,16.3,entertainment,33.9912,-118.2981,1887,0,none
dcfeac6e-44e1-4fef-a3c4-c626ec01929a,user_00497,2026-06-01 13:45:00.000000,33.49,utilities,40.7231,-73.9924,2855,0,none
50268f93-74bf-44aa-abdc-e097fb1cff60,user_00449,2026-06-01 13:47:00.000000,14.94,entertainment,51.4743,-0.1414,1236,0,none
154b531e-d1cf-4b96-88e7-fa3d25997126,user_00032,2026-06-01 13:48:00.000000,33.31,entertainment,41.8838,-87.6012,38,0,none
40d7d9ec-381f-415b-8cf3-ae5abea44b99,user_00043,2026-06-01 13:48:00.000000,26.91,restaurant,34.0842,-118.276,1145,0,none
d3dcacc9-0a5c-46a4-814b-526ea3f307ea,user_00229,2026-06-01 13:53:00.000000,59.93,restaurant,41.8558,-87.6687,598,0,none
3a9e8828-ac38-40db-a070-0f602505a7e2,user_00336,2026-06-01 13:55:00.000000,18.02,clothing,51.4843,-0.0754,2500,0,none
d27b0371-6a50-4d73-b363-526256a1f514,user_00123,2026-06-01 13:58:00.000000,15.14,utilities,29.7584,-95.3296,1333,0,none
353a8bd7-9854-410d-86ec-8ac6d85f7a97,user_00158,2026-06-01 14:03:00.000000,16.57,clothing,12.9581,77.5124,1361,0,none
1c105f1c-271b-4564-9bef-8a56cdbe52e2,user_00336,2026-06-01 14:10:00.000000,13.87,gas_station,51.4857,-0.0819,2500,0,none
d5307aba-b7cb-4aaa-8d17-5337c1bd92a3,user_00374,2026-06-01 14:19:00.000000,139.6,restaurant,12.9413,77.5851,538,0,none
2b4db21d-035f-4d65-a8ed-99ae873eec53,user_00347,2026-06-01 14:19:00.000000,20.09,pharmacy,51.598,-0.1512,1824,0,none
7235aeef-722d-4def-9e6d-ef503ed44d87,user_00209,2026-06-01 14:21:00.000000,288.32,home_goods,12.9541,77.6596,1507,0,none
22e63597-9369-4e59-abd7-a3ce6b43a37f,user_00232,2026-06-01 14:21:00.000000,17.71,pharmacy,28.7044,77.1411,1938,0,none
d930a6f7-49b6-4faa-9699-e059318e3ae6,user_00224,2026-06-01 14:23:00.000000,59.1,entertainment,41.9134,-87.6557,1660,0,none
4bbab51c-5df1-4ab6-a7fa-12e5ed0d10bc,user_00167,2026-06-01 14:24:00.000000,85.36,pharmacy,40.658,-74.0691,55,0,none
eb117c23-6a86-4ec1-8171-c18682ed9a00,user_00273,2026-06-01 14:25:00.000000,27.53,electronics,51.5243,-0.141,1083,0,none
c186ae2e-8fe9-4a5d-ba89-d449208f705b,user_00327,2026-06-01 14:26:00.000000,144.74,restaurant,29.809,-95.3008,2945,0,none
30ea3e78-8741-49f6-a786-16d0e8249f4f,user_00489,2026-06-01 14:26:00.000000,51.33,electronics,41.9141,-87.6304,1985,0,none
aae2934e-360a-445b-b1a3-7646f832200d,user_00194,2026-06-01 14:29:00.000000,44.01,electronics,28.7472,77.155,2021,0,none
22e97402-7a23-4239-97c0-56cb1c411f04,user_00198,2026-06-01 14:30:00.000000,21.81,clothing,29.7913,-95.3141,2366,0,none
d80162ad-ede8-456e-94ef-b745f75aabb3,user_00180,2026-06-01 14:32:00.000000,54.26,pharmacy,33.9838,-118.2234,2623,0,none
a07d0b39-9543-4ebc-b6e3-d56079814c9e,user_00005,2026-06-01 14:35:00.000000,33.01,pharmacy,34.06,-118.3252,541,0,none
7e4f79e4-2b04-48fa-9cc1-5762755943f2,user_00423,2026-06-01 14:36:00.000000,57.16,gas_station,19.0373,72.9103,1717,0,none
39fab845-0bd4-4fe0-8a4d-766f7ad54d2e,user_00294,2026-06-01 14:39:00.000000,25.6,streaming,40.6882,-74.0641,2240,0,none
eebc0bc8-e4ac-4635-847c-12284bce598f,user_00493,2026-06-01 14:40:00.000000,17.58,travel,40.771,-74.0421,2843,0,none
90465745-787d-4efb-a8bb-fd980ca32d3e,user_00106,2026-06-01 14:42:00.000000,232.41,clothing,41.8239,-87.6751,2361,0,none
59b1f5a0-123e-438f-b7f0-067e08834392,user_00163,2026-06-01 14:47:00.000000,26.23,home_goods,41.8782,-87.6091,2774,0,none
19ca0740-6dbc-420e-a25b-c54958a76f60,user_00277,2026-06-01 14:54:00.000000,36.76,electronics,40.7409,-74.084,2415,0,none
a6385fa0-65ef-4be7-8d69-f805a2a17000,user_00251,2026-06-01 14:56:00.000000,28.41,gas_station,12.9451,77.6224,194,0,none
c14bbbfd-4f57-4821-8af1-fc09e09ec7c5,user_00183,2026-06-01 14:56:00.000000,23.89,ride_share,51.552,-0.084,309,0,none
7f79644a-53e3-461e-9260-d740e0e41d86,user_00047,2026-06-01 14:57:00.000000,90.28,restaurant,28.6512,77.0753,177,0,none
72c0dad4-79a1-4055-8f27-a670882821c2,user_00069,2026-06-01 15:11:00.000000,34.78,electronics,51.5379,-0.144,1405,0,none
d64f8b2c-1ff8-4adc-87d8-9f1103b60ce7,user_00071,2026-06-01 15:13:00.000000,75.55,utilities,41.853,-87.6741,1938,0,none
73a89d5a-9742-4f2a-8a22-d0cdc8efc277,user_00224,2026-06-01 15:17:00.000000,18.44,gas_station,41.8699,-87.5999,1660,0,none
122dc009-f040-46da-aaf0-7e977e20f0b8,user_00330,2026-06-01 15:18:00.000000,34.83,pharmacy,28.7202,77.1083,411,0,none
d536f8b1-63d7-4f0c-9331-3826df06a87d,user_00455,2026-06-01 15:19:00.000000,17.72,travel,29.8914,-95.4254,2844,0,none
54ed499b-593e-4db8-9f83-637a738e6329,user_00080,2026-06-01 15:20:00.000000,14.52,gas_station,40.69,-73.9646,922,0,none
ed5e67aa-7d3a-4dbe-a7da-47b540d6a067,user_00280,2026-06-01 15:25:00.000000,32.95,ride_share,29.7168,-95.3443,2905,0,none
2686ec03-7438-43fe-bc03-247f3e784c26,user_00132,2026-06-01 15:26:00.000000,15.15,streaming,41.9119,-87.5406,2828,0,none
00094608-4ee7-4c5f-80b3-d541f7c0ac54,user_00464,2026-06-01 15:29:00.000000,45.79,utilities,13.0981,77.5479,2043,0,none
e1cf9288-9fb7-4270-960e-d3d277616b13,user_00309,2026-06-01 15:30:00.000000,48.46,pharmacy,28.7772,77.1051,1036,0,none
e2543247-38f2-4b2f-8557-8f2d7eaba4fc,user_00351,2026-06-01 15:31:00.000000,50.87,home_goods,28.6729,77.0887,2455,0,none
be077ee6-a306-4d17-8c75-68d6339a2f9d,user_00193,2026-06-01 15:33:00.000000,35.16,utilities,12.9879,77.4978,2776,0,none
eb8ba962-40e4-4838-94bd-0b9a02b6efa3,user_00461,2026-06-01 15:33:00.000000,63.46,home_goods,41.7918,-87.6256,1201,0,none
47004a3a-5bb1-41c5-a4a1-294e28bd51e9,user_00037,2026-06-01 15:35:00.000000,12.15,restaurant,34.0895,-118.2304,2465,0,none
b0957dd9-7325-489a-acca-eb124a0a29a7,user_00188,2026-06-01 15:35:00.000000,18.9,ride_share,41.9071,-87.6228,2171,0,none
1fdab073-6e49-49c2-b1ad-7e0bcfadaae0,user_00487,2026-06-01 15:40:00.000000,33.21,pharmacy,41.8927,-87.5669,2628,0,none
622d54fb-a986-48b8-bafb-fda19c1585c0,user_00401,2026-06-01 15:41:00.000000,11.8,gas_station,28.6143,77.129,1348,0,none
4f37ac07-6731-4140-b5e1-42db26b435ae,user_00193,2026-06-01 15:51:00.000000,65.91,restaurant,12.9928,77.6094,2776,0,none
